post_id,platform,username,user_id,profile_verified,profile_followers,post_url,image_url,caption,hashtags,mentions,language_hint,location,fashion_category,timestamp,likes,comments,scraped_at,collection_method,hashtag_text,hashtag_count,combined_text,emoji_text,emoji_count,clean_text,text_length,mention_count,detected_language,primary_language,is_multilingual,word_count
IG_000118,Instagram,urbanlook,U100117,False,121148,https://instagram.com/p/1117,https://cdn.example.com/img/118.jpg,Nuevo look para el verano,[],[],es,"Madrid, Spain",modest,2026-05-04T00:09:00Z,14357,2607,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,,0,Nuevo look para el verano,Nuevo look para el verano,0,nuevo look para el verano,25,0,spanish,spanish,False,5
IG_000119,Instagram,trendwave,U100118,False,357464,https://instagram.com/p/1118,https://cdn.example.com/img/119.jpg,مجھے یہ لباس بہت پسند آیا,[],[],ur,"Lahore, Pakistan",casual,2026-05-04T00:46:00Z,6372,2570,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,,0,مجھے یہ لباس بہت پسند آیا,مجھے یہ لباس بہت پسند آیا,0,مجھے یہ لباس بہت پسند ا یا,26,0,urdu,urdu,False,7
IG_000120,Instagram,modest.style,U100119,True,191792,https://instagram.com/p/1119,https://cdn.example.com/img/120.jpg,Love this outfit ❤️ مجھے یہ look بہت پسند آیا,[],[],mixed_en_ur,"Manchester, UK",streetwear,2026-05-04T01:23:00Z,19345,1338,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,,0,Love this outfit ❤️ مجھے یہ look بہت پسند آیا,Love this outfit  red_heart  مجھے یہ look بہت پسند آیا,1,love this outfit red_heart مجھے یہ look بہت پسند ا یا,53,0,english,mixed,True,11
IG_000121,Instagram,fashionhub,U100120,False,460017,https://instagram.com/p/1120,https://cdn.example.com/img/121.jpg,"Weekend vibes 😍 یہ رنگ بہت خوبصورت ہے
New drop!!",[],[],mixed_en_ur,"Manchester, UK",vintage,2026-05-04T02:00:00Z,32890,1116,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,,0,Weekend vibes 😍 یہ رنگ بہت خوبصورت ہے New drop!!,Weekend vibes  smiling_face_with_heart-eyes  یہ رنگ بہت خوبصورت ہے New drop!!,1,weekend vibes smiling_face_with_heart eyes یہ رنگ بہت خوبصورت ہے new drop,73,0,english,mixed,True,11
IG_000122,Instagram,modest.style,U100121,False,155239,https://instagram.com/p/1121,https://cdn.example.com/img/122.jpg,Amazing style 🔥 هذا اللوك رائع,[],[],mixed_en_ar,"Doha, Qatar",modest,2026-05-04T02:37:00Z,7552,1918,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,,0,Amazing style 🔥 هذا اللوك رائع,Amazing style  fire  هذا اللوك رائع,1,amazing style fire هذا اللوك راي ع,34,0,english,mixed,True,7
IG_000123,Instagram,fashionhub,U100122,False,380198,https://instagram.com/p/1122,https://cdn.example.com/img/123.jpg,Love this oversized blazer 😍 #fashion #streetstyle,"['streetstyle', 'fashion']",[],en,"London, UK",sportswear,2026-05-04T03:14:00Z,36529,1498,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,streetstyle fashion,2,Love this oversized blazer 😍 #fashion #streetstyle streetstyle fashion,Love this oversized blazer  smiling_face_with_heart-eyes  #fashion #streetstyle streetstyle fashion,1,love this oversized blazer smiling_face_with_heart eyes fashion streetstyle streetstyle fashion,95,0,english,english,False,10
IG_000124,Instagram,luxuryedit,U100123,False,193745,https://instagram.com/p/1123,https://cdn.example.com/img/124.jpg,,[],[],en,"London, UK",casual,2026-05-04T03:51:00Z,17186,2394,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,,0,,,0,,0,0,unknown,english,False,0
IG_000125,Instagram,fashionhub,U100124,False,325320,https://instagram.com/p/1124,https://cdn.example.com/img/125.jpg,Nouvelle collection &amp; disponible     ,[],[],fr,"Paris, France",vintage,2026-05-04T04:28:00Z,21501,2498,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,,0,Nouvelle collection &amp; disponible,Nouvelle collection &amp; disponible,0,nouvelle collection disponible,30,0,french,french,False,3
IG_000126,Instagram,modest.style,U100125,False,158934,https://instagram.com/p/1125,https://cdn.example.com/img/126.jpg,یہ عبایا بہت خوبصورت ہے 😍 #fashion,['fashion'],[],ur,"Lahore, Pakistan",streetwear,2026-05-04T05:05:00Z,9165,185,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,fashion,1,یہ عبایا بہت خوبصورت ہے 😍 #fashion fashion,یہ عبایا بہت خوبصورت ہے  smiling_face_with_heart-eyes  #fashion fashion,1,یہ عبایا بہت خوبصورت ہے smiling_face_with_heart eyes fashion fashion,68,0,english,urdu,False,9
IG_000127,Instagram,style_daily,U100126,True,465679,https://instagram.com/p/1126,https://cdn.example.com/img/127.jpg,Summer linen set is everything! Visit https://bit.ly/look @zara,[],[],en,"London, UK",sportswear,2026-05-04T05:42:00Z,29734,1519,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,,0,Summer linen set is everything! Visit https://bit.ly/look @zara,Summer linen set is everything! Visit https://bit.ly/look @zara,0,summer linen set is everything visit,36,0,english,english,False,6
IG_000128,Instagram,trendwave,U100127,False,218018,https://instagram.com/p/1127,https://cdn.example.com/img/128.jpg,Weekend vibes 😍 یہ رنگ بہت خوبصورت ہے,[],[],mixed_en_ur,"Manchester, UK",sportswear,2026-05-04T06:19:00Z,40352,1671,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,,0,Weekend vibes 😍 یہ رنگ بہت خوبصورت ہے,Weekend vibes  smiling_face_with_heart-eyes  یہ رنگ بہت خوبصورت ہے,1,weekend vibes smiling_face_with_heart eyes یہ رنگ بہت خوبصورت ہے,64,0,english,mixed,True,9
IG_000129,Instagram,fashionhub,U100128,False,498864,https://instagram.com/p/1128,https://cdn.example.com/img/129.jpg,هذا الفستان رائع ✨ #موضة,['موضة'],['zara'],ar,"Dubai, UAE",modest,2026-05-04T06:56:00Z,6516,2808,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,موضة,1,هذا الفستان رائع ✨ #موضة موضة zara,هذا الفستان رائع  sparkles  #موضة موضة zara,1,هذا الفستان راي ع sparkles موضة موضة zara,41,1,arabic,arabic,False,8
IG_000130,Instagram,urbanlook,U100129,False,64546,https://instagram.com/p/1129,https://cdn.example.com/img/130.jpg,,[],[],ar,"Dubai, UAE",sportswear,2026-05-04T07:33:00Z,6012,2714,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,,0,,,0,,0,0,unknown,arabic,False,0
IG_000131,Instagram,urbanlook,U100130,False,66520,https://instagram.com/p/1130,https://cdn.example.com/img/131.jpg,,[],[],ur,"Lahore, Pakistan",luxury,2026-05-04T08:10:00Z,4501,2270,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,,0,,,0,,0,0,unknown,urdu,False,0
IG_000132,Instagram,fashionhub,U100131,False,77860,https://instagram.com/p/1131,https://cdn.example.com/img/132.jpg,یہ عبایا بہت خوبصورت ہے 😍 #fashion,['fashion'],[],ur,"Lahore, Pakistan",vintage,2026-05-04T08:47:00Z,190,1135,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,fashion,1,یہ عبایا بہت خوبصورت ہے 😍 #fashion fashion,یہ عبایا بہت خوبصورت ہے  smiling_face_with_heart-eyes  #fashion fashion,1,یہ عبایا بہت خوبصورت ہے smiling_face_with_heart eyes fashion fashion,68,0,english,urdu,False,9
IG_000133,Instagram,luxuryedit,U100132,False,91986,https://instagram.com/p/1132,https://cdn.example.com/img/133.jpg,Amazing style 🔥 هذا اللوك رائع,[],['zara'],mixed_en_ar,"Doha, Qatar",streetwear,2026-05-04T09:24:00Z,8642,60,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,,0,Amazing style 🔥 هذا اللوك رائع zara,Amazing style  fire  هذا اللوك رائع zara,1,amazing style fire هذا اللوك راي ع zara,39,1,english,mixed,True,8
IG_000134,Instagram,style_daily,U100133,False,27972,https://instagram.com/p/1133,https://cdn.example.com/img/134.jpg,هذا الفستان رائع ✨ #موضة,['موضة'],['zara'],ar,"Dubai, UAE",sportswear,2026-05-04T10:01:00Z,34482,465,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,موضة,1,هذا الفستان رائع ✨ #موضة موضة zara,هذا الفستان رائع  sparkles  #موضة موضة zara,1,هذا الفستان راي ع sparkles موضة موضة zara,41,1,arabic,arabic,False,8
IG_000135,Instagram,urbanlook,U100134,False,57675,https://instagram.com/p/1134,https://cdn.example.com/img/135.jpg,Love this outfit ❤️ مجھے یہ look بہت پسند آیا,[],[],mixed_en_ur,"Manchester, UK",luxury,2026-05-04T10:38:00Z,40316,177,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,,0,Love this outfit ❤️ مجھے یہ look بہت پسند آیا,Love this outfit  red_heart  مجھے یہ look بہت پسند آیا,1,love this outfit red_heart مجھے یہ look بہت پسند ا یا,53,0,english,mixed,True,11
IG_000136,Instagram,style_daily,U100135,True,251624,https://instagram.com/p/1135,https://cdn.example.com/img/136.jpg,Weekend vibes 😍 یہ رنگ بہت خوبصورت ہے,[],[],mixed_en_ur,"Manchester, UK",sportswear,2026-05-04T11:15:00Z,44969,442,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,,0,Weekend vibes 😍 یہ رنگ بہت خوبصورت ہے,Weekend vibes  smiling_face_with_heart-eyes  یہ رنگ بہت خوبصورت ہے,1,weekend vibes smiling_face_with_heart eyes یہ رنگ بہت خوبصورت ہے,64,0,english,mixed,True,9
IG_000137,Instagram,style_daily,U100136,False,78269,https://instagram.com/p/1136,https://cdn.example.com/img/137.jpg,,[],['zara'],fr,"Paris, France",modest,2026-05-04T11:52:00Z,40920,2593,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,,0,zara,zara,0,zara,4,1,spanish,french,False,1
IG_000138,Instagram,luxuryedit,U100137,False,238377,https://instagram.com/p/1137,https://cdn.example.com/img/138.jpg,Nuevo look para el verano,[],[],es,"Madrid, Spain",sportswear,2026-05-04T12:29:00Z,6504,2874,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,,0,Nuevo look para el verano,Nuevo look para el verano,0,nuevo look para el verano,25,0,spanish,spanish,False,5
IG_000139,Instagram,fashionhub,U100138,False,434305,https://instagram.com/p/1138,https://cdn.example.com/img/139.jpg,Love this oversized blazer 😍 #fashion #streetstyle,"['streetstyle', 'fashion']",[],en,"London, UK",sportswear,2026-05-04T13:06:00Z,47820,389,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,streetstyle fashion,2,Love this oversized blazer 😍 #fashion #streetstyle streetstyle fashion,Love this oversized blazer  smiling_face_with_heart-eyes  #fashion #streetstyle streetstyle fashion,1,love this oversized blazer smiling_face_with_heart eyes fashion streetstyle streetstyle fashion,95,0,english,english,False,10
IG_000140,Instagram,urbanlook,U100139,False,80526,https://instagram.com/p/1139,https://cdn.example.com/img/140.jpg,أحب هذا اللوك كثيراً,[],[],ar,"Dubai, UAE",sportswear,2026-05-04T13:43:00Z,4404,373,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,,0,أحب هذا اللوك كثيراً,أحب هذا اللوك كثيراً,0,ا حب هذا اللوك كثيرا,20,0,arabic,arabic,False,5
IG_000141,Instagram,style_daily,U100140,False,195874,https://instagram.com/p/1140,https://cdn.example.com/img/141.jpg,Amazing style 🔥 هذا اللوك رائع     ,[],[],mixed_en_ar,"Doha, Qatar",vintage,2026-05-04T14:20:00Z,3935,2402,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,,0,Amazing style 🔥 هذا اللوك رائع,Amazing style  fire  هذا اللوك رائع,1,amazing style fire هذا اللوك راي ع,34,0,english,mixed,True,7
IG_000142,Instagram,modest.style,U100141,False,349330,https://instagram.com/p/1141,https://cdn.example.com/img/142.jpg,Nuevo look para el verano,[],[],es,"Madrid, Spain",sportswear,2026-05-04T14:57:00Z,47260,210,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,,0,Nuevo look para el verano,Nuevo look para el verano,0,nuevo look para el verano,25,0,spanish,spanish,False,5
IG_000143,Instagram,luxuryedit,U100142,False,81623,https://instagram.com/p/1142,https://cdn.example.com/img/143.jpg,أحب هذا اللوك كثيراً,[],[],ar,"Dubai, UAE",luxury,2026-05-04T15:34:00Z,7097,1434,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,,0,أحب هذا اللوك كثيراً,أحب هذا اللوك كثيراً,0,ا حب هذا اللوك كثيرا,20,0,arabic,arabic,False,5
IG_000144,Instagram,urbanlook,U100143,False,423716,https://instagram.com/p/1143,https://cdn.example.com/img/144.jpg,Love these shoes ❤️ أحب هذا التصميم     ,[],[],mixed_en_ar,"Doha, Qatar",vintage,2026-05-04T16:11:00Z,40750,2513,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,,0,Love these shoes ❤️ أحب هذا التصميم,Love these shoes  red_heart  أحب هذا التصميم,1,love these shoes red_heart ا حب هذا التصميم,43,0,english,mixed,True,8
IG_000145,Instagram,trendwave,U100144,False,140719,https://instagram.com/p/1144,https://cdn.example.com/img/145.jpg,Love this outfit ❤️ مجھے یہ look بہت پسند آیا,[],['zara'],mixed_en_ur,"Manchester, UK",modest,2026-05-04T16:48:00Z,46057,1265,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,,0,Love this outfit ❤️ مجھے یہ look بہت پسند آیا zara,Love this outfit  red_heart  مجھے یہ look بہت پسند آیا zara,1,love this outfit red_heart مجھے یہ look بہت پسند ا یا zara,58,1,english,mixed,True,12
IG_000146,Instagram,fashionhub,U100145,False,210626,https://instagram.com/p/1145,https://cdn.example.com/img/146.jpg,,[],['zara'],ar,"Dubai, UAE",casual,2026-05-04T17:25:00Z,41500,125,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,,0,zara,zara,0,zara,4,1,spanish,arabic,False,1
IG_000147,Instagram,modest.style,U100146,False,194514,https://instagram.com/p/1146,https://cdn.example.com/img/147.jpg,Love this oversized blazer 😍 #fashion #streetstyle,"['streetstyle', 'fashion']",[],en,"London, UK",modest,2026-05-04T18:02:00Z,37202,2442,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,streetstyle fashion,2,Love this oversized blazer 😍 #fashion #streetstyle streetstyle fashion,Love this oversized blazer  smiling_face_with_heart-eyes  #fashion #streetstyle streetstyle fashion,1,love this oversized blazer smiling_face_with_heart eyes fashion streetstyle streetstyle fashion,95,0,english,english,False,10
IG_000148,Instagram,luxuryedit,U100147,True,43272,https://instagram.com/p/1147,https://cdn.example.com/img/148.jpg,Love this oversized blazer 😍 #fashion #streetstyle     ,"['streetstyle', 'fashion']",['zara'],en,"London, UK",casual,2026-05-04T18:39:00Z,27793,1989,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,streetstyle fashion,2,Love this oversized blazer 😍 #fashion #streetstyle streetstyle fashion zara,Love this oversized blazer  smiling_face_with_heart-eyes  #fashion #streetstyle streetstyle fashion zara,1,love this oversized blazer smiling_face_with_heart eyes fashion streetstyle streetstyle fashion zara,100,1,english,english,False,11
IG_000149,Instagram,fashionhub,U100148,False,60173,https://instagram.com/p/1148,https://cdn.example.com/img/149.jpg,Nuevo look para el verano,[],[],es,"Madrid, Spain",streetwear,2026-05-04T19:16:00Z,18567,2777,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,,0,Nuevo look para el verano,Nuevo look para el verano,0,nuevo look para el verano,25,0,spanish,spanish,False,5
IG_000150,Instagram,urbanlook,U100149,True,207731,https://instagram.com/p/1149,https://cdn.example.com/img/150.jpg,Weekend vibes 😍 یہ رنگ بہت خوبصورت ہے,[],[],mixed_en_ur,"Manchester, UK",streetwear,2026-05-04T19:53:00Z,508,837,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,,0,Weekend vibes 😍 یہ رنگ بہت خوبصورت ہے,Weekend vibes  smiling_face_with_heart-eyes  یہ رنگ بہت خوبصورت ہے,1,weekend vibes smiling_face_with_heart eyes یہ رنگ بہت خوبصورت ہے,64,0,english,mixed,True,9
IG_000151,Instagram,urbanlook,U100150,False,63406,https://instagram.com/p/1150,https://cdn.example.com/img/151.jpg,هذا الفستان رائع ✨ #موضة,['موضة'],['zara'],ar,"Dubai, UAE",casual,2026-05-04T20:30:00Z,28228,719,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,موضة,1,هذا الفستان رائع ✨ #موضة موضة zara,هذا الفستان رائع  sparkles  #موضة موضة zara,1,هذا الفستان راي ع sparkles موضة موضة zara,41,1,arabic,arabic,False,8
IG_000152,Instagram,fashionhub,U100151,False,437417,https://instagram.com/p/1151,https://cdn.example.com/img/152.jpg,مجھے یہ لباس بہت پسند آیا,[],[],ur,"Lahore, Pakistan",modest,2026-05-04T21:07:00Z,4728,1626,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,,0,مجھے یہ لباس بہت پسند آیا,مجھے یہ لباس بہت پسند آیا,0,مجھے یہ لباس بہت پسند ا یا,26,0,urdu,urdu,False,7
IG_000153,Instagram,modest.style,U100152,False,452493,https://instagram.com/p/1152,https://cdn.example.com/img/153.jpg,Amazing style 🔥 هذا اللوك رائع,[],[],mixed_en_ar,"Doha, Qatar",sportswear,2026-05-04T21:44:00Z,37583,1656,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,,0,Amazing style 🔥 هذا اللوك رائع,Amazing style  fire  هذا اللوك رائع,1,amazing style fire هذا اللوك راي ع,34,0,english,mixed,True,7
IG_000154,Instagram,modest.style,U100153,True,170772,https://instagram.com/p/1153,https://cdn.example.com/img/154.jpg,Weekend vibes 😍 یہ رنگ بہت خوبصورت ہے,[],['zara'],mixed_en_ur,"Manchester, UK",vintage,2026-05-04T22:21:00Z,30157,2824,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,,0,Weekend vibes 😍 یہ رنگ بہت خوبصورت ہے zara,Weekend vibes  smiling_face_with_heart-eyes  یہ رنگ بہت خوبصورت ہے zara,1,weekend vibes smiling_face_with_heart eyes یہ رنگ بہت خوبصورت ہے zara,69,1,english,mixed,True,10
IG_000155,Instagram,style_daily,U100154,False,309238,https://instagram.com/p/1154,https://cdn.example.com/img/155.jpg,هذا الفستان رائع ✨ #موضة,['موضة'],[],ar,"Dubai, UAE",streetwear,2026-05-04T22:58:00Z,25941,1270,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,موضة,1,هذا الفستان رائع ✨ #موضة موضة,هذا الفستان رائع  sparkles  #موضة موضة,1,هذا الفستان راي ع sparkles موضة موضة,36,0,arabic,arabic,False,7
IG_000156,Instagram,fashionhub,U100155,True,332492,https://instagram.com/p/1155,https://cdn.example.com/img/156.jpg,Weekend vibes 😍 یہ رنگ بہت خوبصورت ہے,[],['zara'],mixed_en_ur,"Manchester, UK",vintage,2026-05-04T23:35:00Z,12712,1431,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,,0,Weekend vibes 😍 یہ رنگ بہت خوبصورت ہے zara,Weekend vibes  smiling_face_with_heart-eyes  یہ رنگ بہت خوبصورت ہے zara,1,weekend vibes smiling_face_with_heart eyes یہ رنگ بہت خوبصورت ہے zara,69,1,english,mixed,True,10
IG_000157,Instagram,fashionhub,U100156,False,91463,https://instagram.com/p/1156,https://cdn.example.com/img/157.jpg,هذا الفستان رائع ✨ #موضة,['موضة'],[],ar,"Dubai, UAE",casual,2026-05-05T00:12:00Z,4943,725,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,موضة,1,هذا الفستان رائع ✨ #موضة موضة,هذا الفستان رائع  sparkles  #موضة موضة,1,هذا الفستان راي ع sparkles موضة موضة,36,0,arabic,arabic,False,7
IG_000158,Instagram,luxuryedit,U100157,False,235855,https://instagram.com/p/1157,https://cdn.example.com/img/158.jpg,Love these shoes ❤️ أحب هذا التصميم,[],[],mixed_en_ar,"Doha, Qatar",vintage,2026-05-05T00:49:00Z,42144,2602,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,,0,Love these shoes ❤️ أحب هذا التصميم,Love these shoes  red_heart  أحب هذا التصميم,1,love these shoes red_heart ا حب هذا التصميم,43,0,english,mixed,True,8
IG_000159,Instagram,trendwave,U100158,False,231062,https://instagram.com/p/1158,https://cdn.example.com/img/159.jpg,Nuevo look para el verano,[],['zara'],es,"Madrid, Spain",sportswear,2026-05-05T01:26:00Z,41383,1240,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,,0,Nuevo look para el verano zara,Nuevo look para el verano zara,0,nuevo look para el verano zara,30,1,spanish,spanish,False,6
IG_000160,Instagram,urbanlook,U100159,False,163243,https://instagram.com/p/1159,https://cdn.example.com/img/160.jpg,Love these shoes ❤️ أحب هذا التصميم,[],[],mixed_en_ar,"Doha, Qatar",streetwear,2026-05-05T02:03:00Z,3733,1510,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,,0,Love these shoes ❤️ أحب هذا التصميم,Love these shoes  red_heart  أحب هذا التصميم,1,love these shoes red_heart ا حب هذا التصميم,43,0,english,mixed,True,8
IG_000161,Instagram,style_daily,U100160,False,266349,https://instagram.com/p/1160,https://cdn.example.com/img/161.jpg,,[],[],mixed_en_ar,"Doha, Qatar",vintage,2026-05-05T02:40:00Z,36332,168,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,,0,,,0,,0,0,unknown,mixed,True,0
IG_000162,Instagram,modest.style,U100161,False,32939,https://instagram.com/p/1161,https://cdn.example.com/img/162.jpg,J'adore cette robe élégante ✨ #mode,['mode'],[],fr,"Paris, France",modest,2026-05-05T03:17:00Z,46818,345,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,mode,1,J'adore cette robe élégante ✨ #mode mode,J'adore cette robe élégante  sparkles  #mode mode,1,j adore cette robe e le gante sparkles mode mode,48,0,german,french,False,10
IG_000163,Instagram,trendwave,U100162,False,230883,https://instagram.com/p/1162,https://cdn.example.com/img/163.jpg,,[],[],es,"Madrid, Spain",vintage,2026-05-05T03:54:00Z,10408,1490,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,,0,,,0,,0,0,unknown,spanish,False,0
IG_000164,Instagram,urbanlook,U100163,False,27954,https://instagram.com/p/1163,https://cdn.example.com/img/164.jpg,أحب هذا اللوك كثيراً,[],[],ar,"Dubai, UAE",casual,2026-05-05T04:31:00Z,21936,269,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,,0,أحب هذا اللوك كثيراً,أحب هذا اللوك كثيراً,0,ا حب هذا اللوك كثيرا,20,0,arabic,arabic,False,5
IG_000165,Instagram,modest.style,U100164,False,379944,https://instagram.com/p/1164,https://cdn.example.com/img/165.jpg,هذا الفستان رائع ✨ #موضة,['موضة'],[],ar,"Dubai, UAE",vintage,2026-05-05T05:08:00Z,9859,1365,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,موضة,1,هذا الفستان رائع ✨ #موضة موضة,هذا الفستان رائع  sparkles  #موضة موضة,1,هذا الفستان راي ع sparkles موضة موضة,36,0,arabic,arabic,False,7
IG_000166,Instagram,urbanlook,U100165,False,366704,https://instagram.com/p/1165,https://cdn.example.com/img/166.jpg,Love this oversized blazer 😍 #fashion #streetstyle,"['streetstyle', 'fashion']",[],en,"London, UK",luxury,2026-05-05T05:45:00Z,39001,2903,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,streetstyle fashion,2,Love this oversized blazer 😍 #fashion #streetstyle streetstyle fashion,Love this oversized blazer  smiling_face_with_heart-eyes  #fashion #streetstyle streetstyle fashion,1,love this oversized blazer smiling_face_with_heart eyes fashion streetstyle streetstyle fashion,95,0,english,english,False,10
IG_000167,Instagram,trendwave,U100166,False,426843,https://instagram.com/p/1166,https://cdn.example.com/img/167.jpg,Summer linen set is everything! Visit https://bit.ly/look @zara,[],['zara'],en,"London, UK",casual,2026-05-05T06:22:00Z,48421,2807,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,,0,Summer linen set is everything! Visit https://bit.ly/look @zara zara,Summer linen set is everything! Visit https://bit.ly/look @zara zara,0,summer linen set is everything visit zara,41,1,english,english,False,7
IG_000168,Instagram,modest.style,U100167,False,10058,https://instagram.com/p/1167,https://cdn.example.com/img/168.jpg,Me encanta este vestido 😍 #moda,['moda'],[],es,"Madrid, Spain",luxury,2026-05-05T06:59:00Z,14042,1399,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,moda,1,Me encanta este vestido 😍 #moda moda,Me encanta este vestido  smiling_face_with_heart-eyes  #moda moda,1,me encanta este vestido smiling_face_with_heart eyes moda moda,62,0,spanish,spanish,False,8
IG_000169,Instagram,fashionhub,U100168,False,155580,https://instagram.com/p/1168,https://cdn.example.com/img/169.jpg,"Love these shoes ❤️ أحب هذا التصميم
New drop!!",[],[],mixed_en_ar,"Doha, Qatar",streetwear,2026-05-05T07:36:00Z,33276,2210,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,,0,Love these shoes ❤️ أحب هذا التصميم New drop!!,Love these shoes  red_heart  أحب هذا التصميم New drop!!,1,love these shoes red_heart ا حب هذا التصميم new drop,52,0,english,mixed,True,10
IG_000170,Instagram,luxuryedit,U100169,False,198009,https://instagram.com/p/1169,https://cdn.example.com/img/170.jpg,Amazing style 🔥 هذا اللوك رائع,[],['zara'],mixed_en_ar,"Doha, Qatar",luxury,2026-05-05T08:13:00Z,45411,2558,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,,0,Amazing style 🔥 هذا اللوك رائع zara,Amazing style  fire  هذا اللوك رائع zara,1,amazing style fire هذا اللوك راي ع zara,39,1,english,mixed,True,8
IG_000171,Instagram,style_daily,U100170,False,355108,https://instagram.com/p/1170,https://cdn.example.com/img/171.jpg,Amazing style 🔥 هذا اللوك رائع,[],[],mixed_en_ar,"Doha, Qatar",sportswear,2026-05-05T08:50:00Z,40020,1167,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,,0,Amazing style 🔥 هذا اللوك رائع,Amazing style  fire  هذا اللوك رائع,1,amazing style fire هذا اللوك راي ع,34,0,english,mixed,True,7
IG_000172,Instagram,fashionhub,U100171,False,424451,https://instagram.com/p/1171,https://cdn.example.com/img/172.jpg,Love these shoes ❤️ أحب هذا التصميم,[],[],mixed_en_ar,"Doha, Qatar",luxury,2026-05-05T09:27:00Z,24111,2778,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,,0,Love these shoes ❤️ أحب هذا التصميم,Love these shoes  red_heart  أحب هذا التصميم,1,love these shoes red_heart ا حب هذا التصميم,43,0,english,mixed,True,8
IG_000173,Instagram,urbanlook,U100172,False,264167,https://instagram.com/p/1172,https://cdn.example.com/img/173.jpg,Nuevo look para el verano,[],[],es,"Madrid, Spain",luxury,2026-05-05T10:04:00Z,13092,2476,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,,0,Nuevo look para el verano,Nuevo look para el verano,0,nuevo look para el verano,25,0,spanish,spanish,False,5
IG_000174,Instagram,modest.style,U100173,False,291239,https://instagram.com/p/1173,https://cdn.example.com/img/174.jpg,,[],[],ur,"Lahore, Pakistan",casual,2026-05-05T10:41:00Z,33815,510,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,,0,,,0,,0,0,unknown,urdu,False,0
IG_000175,Instagram,urbanlook,U100174,False,269644,https://instagram.com/p/1174,https://cdn.example.com/img/175.jpg,هذا الفستان رائع ✨ #موضة,['موضة'],['zara'],ar,"Dubai, UAE",sportswear,2026-05-05T11:18:00Z,6015,909,2026-06-07T12:00:00Z,synthetic Instagram-like dataset,موضة,1,هذا الفستان رائع ✨ #موضة موضة zara,هذا الفستان رائع  sparkles  #موضة موضة zara,1,هذا الفستان راي ع sparkles موضة موضة zara,41,1,arabic,arabic,False,8
