post_id,clean_text,fashion_category,primary_language,is_multilingual,location,profile_verified,profile_followers,likes,comments,engagement_score,likes_per_follower,comment_like_ratio,engagement_level,word_count,emoji_count,hashtag_count,mention_count,text_length,year,month,day,hour,weekday,is_weekend
IG_000038,هذا الفستان راي ع sparkles موضة موضة zara,luxury,arabic,False,"Dubai, UAE",False,23614,41758,1072,42830,1.768282871056532,0.025671112814004166,High,8,1,1,1,41,2026,5,1,22,Friday,False
IG_000039,مجھے یہ لباس بہت پسند ا یا zara,casual,urdu,False,"Lahore, Pakistan",False,59154,9773,2234,12007,0.16521004141661735,0.2285655821567424,High,8,0,0,1,31,2026,5,1,23,Friday,False
IG_000040,summer linen set is everything visit,streetwear,english,False,"London, UK",False,22430,23454,860,24314,1.0456065266818242,0.03666595608612236,High,6,0,0,0,36,2026,5,2,0,Saturday,True
IG_000041,love this outfit red_heart مجھے یہ look بہت پسند ا یا,vintage,mixed,True,"Manchester, UK",False,464041,49122,633,49755,0.10585679744505885,0.012886020804918267,High,11,1,0,0,53,2026,5,2,0,Saturday,True
IG_000042,یہ عبایا بہت خوبصورت ہے smiling_face_with_heart eyes fashion fashion zara,modest,urdu,False,"Lahore, Pakistan",False,13495,26987,2743,29730,1.9996295198577356,0.10163776493256262,High,10,1,1,1,73,2026,5,2,1,Saturday,True
IG_000043,amazing style fire هذا اللوك راي ع zara,sportswear,mixed,True,"Doha, Qatar",False,457766,14582,817,15399,0.03185463347073948,0.05602413769457588,Low,8,1,0,1,39,2026,5,2,1,Saturday,True
IG_000044,love these shoes red_heart ا حب هذا التصميم zara,modest,mixed,True,"Doha, Qatar",False,346547,18263,284,18547,0.05269977030598936,0.015549715286903198,Medium,9,1,0,1,48,2026,5,2,2,Saturday,True
IG_000045,love these shoes red_heart ا حب هذا التصميم,streetwear,mixed,True,"Doha, Qatar",False,442821,7564,1069,8633,0.017081355488209708,0.1413086582947786,Low,8,1,0,0,43,2026,5,2,3,Saturday,True
IG_000046,,sportswear,urdu,False,"Lahore, Pakistan",False,382467,39733,2094,41827,0.10388581528389303,0.05270045804600594,High,0,0,0,0,0,2026,5,2,3,Saturday,True
IG_000047,summer linen set is everything visit,vintage,english,False,"London, UK",False,372107,35292,2813,38105,0.09484343255183979,0.07970419063270337,High,6,0,0,0,36,2026,5,2,4,Saturday,True
IG_000048,love this outfit red_heart مجھے یہ look بہت پسند ا یا,modest,mixed,True,"Manchester, UK",False,483249,43480,510,43990,0.08997413347128816,0.011729261056553437,Medium,11,1,0,0,53,2026,5,2,4,Saturday,True
IG_000049,weekend vibes smiling_face_with_heart eyes یہ رنگ بہت خوبصورت ہے,vintage,mixed,True,"Manchester, UK",False,211473,8346,785,9131,0.03946584450097884,0.0940457649454894,Low,9,1,0,0,64,2026,5,2,5,Saturday,True
IG_000050,nouvelle collection disponible,streetwear,french,False,"Paris, France",False,158284,19919,1175,21094,0.12584262564361753,0.0589859437751004,High,3,0,0,0,30,2026,5,2,6,Saturday,True
IG_000051,مجھے یہ لباس بہت پسند ا یا,casual,urdu,False,"Lahore, Pakistan",False,244287,14010,2093,16103,0.057350340581608594,0.14938262793519377,Medium,7,0,0,0,26,2026,5,2,6,Saturday,True
IG_000052,j adore cette robe e le gante sparkles mode mode,streetwear,french,False,"Paris, France",False,332343,49231,962,50193,0.1481326577281371,0.019540136496587587,High,10,1,1,0,48,2026,5,2,7,Saturday,True
IG_000053,weekend vibes smiling_face_with_heart eyes یہ رنگ بہت خوبصورت ہے zara,sportswear,mixed,True,"Manchester, UK",False,24729,40065,298,40363,1.6200970481196926,0.007437727749213798,High,10,1,0,1,69,2026,5,2,8,Saturday,True
IG_000054,nouvelle collection disponible,sportswear,french,False,"Paris, France",False,365590,15994,604,16598,0.043748341726136585,0.037761800562675835,Low,3,0,0,0,30,2026,5,2,8,Saturday,True
IG_000055,love this outfit red_heart مجھے یہ look بہت پسند ا یا zara,casual,mixed,True,"Manchester, UK",False,115235,33949,1902,35851,0.2946041167690652,0.056023564064801176,High,12,1,0,1,58,2026,5,2,9,Saturday,True
IG_000056,love this oversized blazer smiling_face_with_heart eyes fashion streetstyle streetstyle fashion,vintage,english,False,"London, UK",False,420673,36634,2438,39072,0.08708406034126188,0.06654838269414494,Medium,10,1,2,0,95,2026,5,2,9,Saturday,True
IG_000057,ا حب هذا اللوك كثيرا,vintage,arabic,False,"Dubai, UAE",False,224235,29228,651,29879,0.13034481528389733,0.02227240069793698,High,5,0,0,0,20,2026,5,2,10,Saturday,True
IG_000058,weekend vibes smiling_face_with_heart eyes یہ رنگ بہت خوبصورت ہے,vintage,mixed,True,"Manchester, UK",False,145891,31763,2567,34330,0.2177158445973734,0.08081475884649289,High,9,1,0,0,64,2026,5,2,11,Saturday,True
IG_000059,مجھے یہ لباس بہت پسند ا یا,vintage,urdu,False,"Lahore, Pakistan",False,142956,5285,566,5851,0.03696915855816784,0.10707529322739312,Low,7,0,0,0,26,2026,5,2,11,Saturday,True
IG_000060,یہ عبایا بہت خوبصورت ہے smiling_face_with_heart eyes fashion fashion,modest,urdu,False,"Lahore, Pakistan",False,34174,35565,1908,37473,1.0406730065837602,0.05364674126975201,High,9,1,1,0,68,2026,5,2,12,Saturday,True
IG_000061,j adore cette robe e le gante sparkles mode new drop mode,casual,french,False,"Paris, France",False,404094,1285,2358,3643,0.0031799453098900012,1.833592534992224,Low,12,1,1,0,57,2026,5,2,13,Saturday,True
IG_000062,,sportswear,french,False,"Paris, France",False,204965,35277,2236,37513,0.17211147214659991,0.06338227790691082,High,0,0,0,0,0,2026,5,2,13,Saturday,True
IG_000063,amazing style fire هذا اللوك راي ع,casual,mixed,True,"Doha, Qatar",False,15717,44513,1656,46169,2.8319760783814734,0.0372017792155277,High,7,1,0,0,34,2026,5,2,14,Saturday,True
IG_000064,love this outfit red_heart مجھے یہ look بہت پسند ا یا zara,sportswear,mixed,True,"Manchester, UK",False,280534,38795,2311,41106,0.1382893400110503,0.059567996700690795,High,12,1,0,1,58,2026,5,2,14,Saturday,True
IG_000065,love this outfit red_heart مجھے یہ look بہت پسند ا یا zara,modest,mixed,True,"Manchester, UK",False,242562,24849,1340,26189,0.10244348890803626,0.053923541247484906,High,12,1,0,1,58,2026,5,2,15,Saturday,True
IG_000066,مجھے یہ لباس بہت پسند ا یا,modest,urdu,False,"Lahore, Pakistan",False,499204,5372,1926,7298,0.010761110165162608,0.35845896147403683,Low,7,0,0,0,26,2026,5,2,16,Saturday,True
IG_000067,love this oversized blazer smiling_face_with_heart eyes fashion streetstyle streetstyle fashion,casual,english,False,"London, UK",False,36475,2643,127,2770,0.07245860291698651,0.04803328290468986,Medium,10,1,2,0,95,2026,5,2,16,Saturday,True
IG_000068,یہ عبایا بہت خوبصورت ہے smiling_face_with_heart eyes fashion fashion,streetwear,urdu,False,"Lahore, Pakistan",False,66676,36965,892,37857,0.5543890696941974,0.02413028188064708,High,9,1,1,0,68,2026,5,2,17,Saturday,True
IG_000069,nouvelle collection disponible,luxury,french,False,"Paris, France",False,392628,20389,442,20831,0.05192942956327729,0.02167729279058362,Medium,3,0,0,0,30,2026,5,2,17,Saturday,True
IG_000070,me encanta este vestido smiling_face_with_heart eyes moda moda,casual,spanish,False,"Madrid, Spain",False,197268,13002,311,13313,0.06591000106453625,0.02391755748673383,Medium,8,1,1,0,62,2026,5,2,18,Saturday,True
IG_000071,me encanta este vestido smiling_face_with_heart eyes moda moda,vintage,spanish,False,"Madrid, Spain",False,315288,2696,1422,4118,0.00855088506100752,0.5272525027808677,Low,8,1,1,0,62,2026,5,2,19,Saturday,True
IG_000072,nuevo look para el verano zara,sportswear,spanish,False,"Madrid, Spain",False,179403,32130,432,32562,0.1790929968116653,0.013444959696243503,High,6,0,0,1,30,2026,5,2,19,Saturday,True
IG_000073,nouvelle collection disponible zara,vintage,french,False,"Paris, France",False,228820,42633,1106,43739,0.18631594128161313,0.02594173664211662,High,4,0,0,1,35,2026,5,2,20,Saturday,True
IG_000074,nuevo look para el verano,streetwear,spanish,False,"Madrid, Spain",False,169480,18284,1846,20130,0.10788229949079838,0.10095706863549357,High,5,0,0,0,25,2026,5,2,21,Saturday,True
IG_000075,مجھے یہ لباس بہت پسند ا یا,modest,urdu,False,"Lahore, Pakistan",False,15547,11922,1997,13919,0.7667867249807049,0.16749140317034303,High,7,0,0,0,26,2026,5,2,21,Saturday,True
IG_000076,مجھے یہ لباس بہت پسند ا یا,modest,urdu,False,"Lahore, Pakistan",False,313056,36429,41,36470,0.11636539032827888,0.0011254460609387868,High,7,0,0,0,26,2026,5,2,22,Saturday,True
IG_000077,me encanta este vestido smiling_face_with_heart eyes moda moda,casual,spanish,False,"Madrid, Spain",False,291572,31206,2645,33851,0.10702637075449373,0.08475662511615983,High,8,1,1,0,62,2026,5,2,22,Saturday,True
IG_000078,weekend vibes smiling_face_with_heart eyes یہ رنگ بہت خوبصورت ہے,luxury,mixed,True,"Manchester, UK",True,116680,20072,2719,22791,0.17202457983733427,0.13545558710705924,High,9,1,0,0,64,2026,5,2,23,Saturday,True
IG_000079,nuevo look para el verano,modest,spanish,False,"Madrid, Spain",False,391584,46067,1858,47925,0.11764240203276428,0.040331683598159244,High,5,0,0,0,25,2026,5,3,0,Sunday,True
IG_000080,ا حب هذا اللوك كثيرا zara,vintage,arabic,False,"Dubai, UAE",False,165938,49955,2826,52781,0.3010443596743382,0.05656978140763872,High,6,0,0,1,25,2026,5,3,0,Sunday,True
IG_000081,یہ عبایا بہت خوبصورت ہے smiling_face_with_heart eyes fashion fashion,vintage,urdu,False,"Lahore, Pakistan",False,309613,39116,1159,40275,0.12633795629396605,0.029629061533348672,High,9,1,1,0,68,2026,5,3,1,Sunday,True
IG_000082,love this oversized blazer smiling_face_with_heart eyes fashion streetstyle streetstyle fashion,luxury,english,False,"London, UK",False,7917,17982,186,18168,2.2710280373831777,0.01034310181838403,High,10,1,2,0,95,2026,5,3,1,Sunday,True
IG_000083,summer linen set is everything visit,streetwear,english,False,"London, UK",False,395179,37626,1164,38790,0.09521230831519814,0.0309352326786616,Medium,6,0,0,0,36,2026,5,3,2,Sunday,True
IG_000084,nouvelle collection disponible,sportswear,french,False,"Paris, France",False,132871,7481,267,7748,0.056302305978686254,0.035685645549318364,Medium,3,0,0,0,30,2026,5,3,3,Sunday,True
IG_000085,zara,vintage,french,False,"Paris, France",False,80048,19917,348,20265,0.2488101038114155,0.017471633698162466,High,1,0,0,1,4,2026,5,3,3,Sunday,True
IG_000086,یہ عبایا بہت خوبصورت ہے smiling_face_with_heart eyes fashion fashion,vintage,urdu,False,"Lahore, Pakistan",False,415075,24933,1845,26778,0.060068517572685484,0.07399534771797546,Medium,9,1,1,0,68,2026,5,3,4,Sunday,True
IG_000087,nouvelle collection disponible zara,casual,french,False,"Paris, France",False,326097,6508,851,7359,0.01995719078313881,0.13074204946996468,Low,4,0,0,1,35,2026,5,3,5,Sunday,True
IG_000088,love this outfit red_heart مجھے یہ look بہت پسند ا یا,luxury,mixed,True,"Manchester, UK",False,91628,180,1673,1853,0.0019644435713584126,9.243093922651934,Low,11,1,0,0,53,2026,5,3,5,Sunday,True
IG_000089,nouvelle collection disponible,sportswear,french,False,"Paris, France",False,148725,4669,2815,7484,0.031393300431666285,0.6027837259100642,Medium,3,0,0,0,30,2026,5,3,6,Sunday,True
IG_000090,مجھے یہ لباس بہت پسند ا یا,sportswear,urdu,False,"Lahore, Pakistan",False,421978,7526,2230,9756,0.0178350107469803,0.2962667729507108,Low,7,0,0,0,26,2026,5,3,6,Sunday,True
IG_000091,یہ عبایا بہت خوبصورت ہے smiling_face_with_heart eyes fashion fashion,vintage,urdu,False,"Lahore, Pakistan",True,87491,49088,2331,51419,0.5610570109267133,0.047485179979221415,High,9,1,1,0,68,2026,5,3,7,Sunday,True
IG_000092,ا حب هذا اللوك كثيرا,vintage,arabic,False,"Dubai, UAE",False,211530,35393,2022,37415,0.16731826540790712,0.05712832683505679,High,5,0,0,0,20,2026,5,3,8,Sunday,True
IG_000093,j adore cette robe e le gante sparkles mode mode zara,streetwear,french,False,"Paris, France",False,317019,15007,2761,17768,0.04733770740016403,0.1839685501066098,Medium,11,1,1,1,53,2026,5,3,8,Sunday,True
IG_000094,amazing style fire هذا اللوك راي ع zara,luxury,mixed,True,"Doha, Qatar",False,302619,30839,2125,32964,0.10190668164694996,0.06890402075226978,High,8,1,0,1,39,2026,5,3,9,Sunday,True
IG_000095,weekend vibes smiling_face_with_heart eyes یہ رنگ بہت خوبصورت ہے,sportswear,mixed,True,"Manchester, UK",False,229029,5984,1925,7909,0.026127581539536305,0.3216374269005848,Low,9,1,0,0,64,2026,5,3,9,Sunday,True
IG_000096,ا حب هذا اللوك كثيرا,casual,arabic,False,"Dubai, UAE",False,84818,32476,1180,33656,0.38288590999658095,0.03633340517904979,High,5,0,0,0,20,2026,5,3,10,Sunday,True
IG_000097,weekend vibes smiling_face_with_heart eyes یہ رنگ بہت خوبصورت ہے,modest,mixed,True,"Manchester, UK",True,46668,7602,1655,9257,0.16289185540722964,0.21767723267131395,High,9,1,0,0,64,2026,5,3,11,Sunday,True
IG_000098,amazing style fire هذا اللوك راي ع zara,modest,mixed,True,"Doha, Qatar",False,28918,40809,2041,42850,1.4111483799578133,0.050012251899044353,High,8,1,0,1,39,2026,5,3,11,Sunday,True
IG_000099,weekend vibes smiling_face_with_heart eyes یہ رنگ بہت خوبصورت ہے,sportswear,mixed,True,"Manchester, UK",False,69188,45765,1985,47750,0.6614490742748125,0.04337280950924267,High,9,1,0,0,64,2026,5,3,12,Sunday,True
IG_000100,love this oversized blazer smiling_face_with_heart eyes fashion streetstyle streetstyle fashion zara,vintage,english,False,"London, UK",False,372630,901,2262,3163,0.0024179416097962862,2.507760532150776,Low,11,1,2,1,100,2026,5,3,13,Sunday,True
IG_000101,j adore cette robe e le gante sparkles mode mode,luxury,french,False,"Paris, France",False,62086,32666,2935,35601,0.526132684781033,0.08984602197936756,High,10,1,1,0,48,2026,5,3,13,Sunday,True
IG_000102,ا حب هذا اللوك كثيرا,luxury,arabic,False,"Dubai, UAE",False,128285,25143,780,25923,0.19599176839249802,0.03102131721285396,High,5,0,0,0,20,2026,5,3,14,Sunday,True
IG_000103,me encanta este vestido smiling_face_with_heart eyes moda moda,vintage,spanish,False,"Madrid, Spain",False,448458,17514,10,17524,0.03905373735391641,0.0005709391949757351,Low,8,1,1,0,62,2026,5,3,14,Sunday,True
IG_000104,ا حب هذا اللوك كثيرا,sportswear,arabic,False,"Dubai, UAE",False,257212,35301,1983,37284,0.13724422949073337,0.05617245481842389,High,5,0,0,0,20,2026,5,3,15,Sunday,True
IG_000105,ا حب هذا اللوك كثيرا,luxury,arabic,False,"Dubai, UAE",False,489583,45716,978,46694,0.0933772345501487,0.021392479821510598,Medium,5,0,0,0,20,2026,5,3,16,Sunday,True
IG_000106,nuevo look para el verano,sportswear,spanish,False,"Madrid, Spain",True,390939,25307,2718,28025,0.06473371872921677,0.1073968705547653,Medium,5,0,0,0,25,2026,5,3,16,Sunday,True
IG_000107,amazing style fire هذا اللوك راي ع,streetwear,mixed,True,"Doha, Qatar",False,309924,28860,408,29268,0.09311930305719125,0.01413672429922733,Medium,7,1,0,0,34,2026,5,3,17,Sunday,True
IG_000108,,streetwear,spanish,False,"Madrid, Spain",False,343793,30773,1085,31858,0.08950999726580453,0.03525703515955027,Medium,0,0,0,0,0,2026,5,3,17,Sunday,True
IG_000109,ا حب هذا اللوك كثيرا,modest,arabic,False,"Dubai, UAE",False,451042,41082,2943,44025,0.09108222497633263,0.07163546965898303,Medium,5,0,0,0,20,2026,5,3,18,Sunday,True
IG_000110,love these shoes red_heart ا حب هذا التصميم,modest,mixed,True,"Doha, Qatar",False,123587,14913,370,15283,0.12066705505388872,0.024808904385141477,High,8,1,0,0,43,2026,5,3,19,Sunday,True
IG_000111,j adore cette robe e le gante sparkles mode mode zara,modest,french,False,"Paris, France",False,233115,1902,188,2090,0.008159028123337738,0.09879138202837624,Low,11,1,1,1,53,2026,5,3,19,Sunday,True
IG_000112,هذا الفستان راي ع sparkles موضة موضة,vintage,arabic,False,"Dubai, UAE",False,128529,44687,737,45424,0.347677584999611,0.016492123165055494,High,7,1,1,0,36,2026,5,3,20,Sunday,True
IG_000113,,vintage,urdu,False,"Lahore, Pakistan",False,126764,9384,951,10335,0.07402674239734942,0.1013319126265317,Medium,0,0,0,0,0,2026,5,3,21,Sunday,True
IG_000114,nouvelle collection disponible,modest,french,False,"Paris, France",True,422359,44412,2238,46650,0.10515200303059002,0.050390651385855495,High,3,0,0,0,30,2026,5,3,21,Sunday,True
IG_000115,یہ عبایا بہت خوبصورت ہے smiling_face_with_heart eyes fashion fashion,sportswear,urdu,False,"Lahore, Pakistan",False,157342,45245,1024,46269,0.2875564848769885,0.022631834858330018,High,9,1,1,0,68,2026,5,3,22,Sunday,True
IG_000116,nouvelle collection disponible new drop zara,vintage,french,False,"Paris, France",False,56417,23529,2354,25883,0.417047750717856,0.10004249893752656,High,6,0,0,1,44,2026,5,3,22,Sunday,True
IG_000117,,casual,arabic,False,"Dubai, UAE",False,4745,48807,200,49007,10.283817951959545,0.004097688903458449,High,0,0,0,0,0,2026,5,3,23,Sunday,True
IG_000118,nuevo look para el verano,modest,spanish,False,"Madrid, Spain",False,121148,14357,2607,16964,0.11850696250072225,0.18157124947764314,High,5,0,0,0,25,2026,5,4,0,Monday,False
IG_000119,مجھے یہ لباس بہت پسند ا یا,casual,urdu,False,"Lahore, Pakistan",False,357464,6372,2570,8942,0.017825521379715496,0.40326376902557665,Low,7,0,0,0,26,2026,5,4,0,Monday,False
IG_000120,love this outfit red_heart مجھے یہ look بہت پسند ا یا,streetwear,mixed,True,"Manchester, UK",True,191792,19345,1338,20683,0.10086395228188724,0.06916158378993073,High,11,1,0,0,53,2026,5,4,1,Monday,False
IG_000121,weekend vibes smiling_face_with_heart eyes یہ رنگ بہت خوبصورت ہے new drop,vintage,mixed,True,"Manchester, UK",False,460017,32890,1116,34006,0.0714972022833889,0.033930254476908575,Medium,11,1,0,0,73,2026,5,4,2,Monday,False
IG_000122,amazing style fire هذا اللوك راي ع,modest,mixed,True,"Doha, Qatar",False,155239,7552,1918,9470,0.04864725586189127,0.25393883225208524,Medium,7,1,0,0,34,2026,5,4,2,Monday,False
IG_000123,love this oversized blazer smiling_face_with_heart eyes fashion streetstyle streetstyle fashion,sportswear,english,False,"London, UK",False,380198,36529,1498,38027,0.0960786325056089,0.041007391185327126,High,10,1,2,0,95,2026,5,4,3,Monday,False
IG_000124,,casual,english,False,"London, UK",False,193745,17186,2394,19580,0.08870376678744335,0.13929132483854076,High,0,0,0,0,0,2026,5,4,3,Monday,False
IG_000125,nouvelle collection disponible,vintage,french,False,"Paris, France",False,325320,21501,2498,23999,0.06609164486768453,0.11617523951260347,Medium,3,0,0,0,30,2026,5,4,4,Monday,False
IG_000126,یہ عبایا بہت خوبصورت ہے smiling_face_with_heart eyes fashion fashion,streetwear,urdu,False,"Lahore, Pakistan",False,158934,9165,185,9350,0.057665083210117346,0.020183286057167793,Medium,9,1,1,0,68,2026,5,4,5,Monday,False
IG_000127,summer linen set is everything visit,sportswear,english,False,"London, UK",True,465679,29734,1519,31253,0.06385071293592166,0.05108458046073651,Medium,6,0,0,0,36,2026,5,4,5,Monday,False
IG_000128,weekend vibes smiling_face_with_heart eyes یہ رنگ بہت خوبصورت ہے,sportswear,mixed,True,"Manchester, UK",False,218018,40352,1671,42023,0.18508478618835972,0.04140956062746264,High,9,1,0,0,64,2026,5,4,6,Monday,False
